,album_name,album_uri,artist_name,artist_uri,duration_ms,pid,pos,track_name,track_uri
249,The Definite Best,spotify:album:4E8tfxh5YBsHLtTHA1tMTv,José Feliciano,spotify:artist:7K78lVZ8XzkjfRSI7570FF,182360.0,0.0,0.0,Feliz Navidad,spotify:track:7taXf5odg9xCAZERYfyOkS
250,Warm Nothing,spotify:album:68sdLzzHqDcrtTP7nFn7B7,So Many Wizards,spotify:artist:3T9UUQ3fAVldk24lOQEFOy,209280.0,0.0,0.0,Lose Your Mind,spotify:track:26YgItjwL6oo74te4QxkOF
251,The Marshall Mathers LP2,spotify:album:3qGeRY1wt4rrLIt1YuSwHR,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,363521.0,0.0,0.0,Rap God,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt
252,Green River,spotify:album:30sgpxWf6U9417FySmLEGK,Creedence Clearwater Revival,spotify:artist:3IYUhFvPQItj6xySrBmZkd,193293.0,0.0,0.0,Lodi,spotify:track:3IghKz2iJFVLUdcC6zr8lE
253,Back In Black,spotify:album:6mUdeDZCsExyJLMdAfDuwh,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,255493.0,0.0,0.0,Back In Black,spotify:track:08mG3Y1vljYA6bvDt4Wqkj
254,Overexposed Track By Track,spotify:album:6ijGiBcBfUwkoyHn5VUHU2,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,219546.0,0.0,0.0,One More Night,spotify:track:6cpk00i5TxCqSeqNi2HuIe
255,Music From The Motion Picture When Harry Met Sally...,spotify:album:1cBOynPpxPBybMSsy62AT1,"Harry Connick, Jr.",spotify:artist:6u17YlWtW4oqFF5Hn9UU79,181773.0,0.0,0.0,Winter Wonderland,spotify:track:6UQABgmEwoPDtg6d7SoLyT
256,Night Train,spotify:album:2uXHwdc2aTcUP2EhXKhPRu,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,242680.0,0.0,0.0,1994,spotify:track:3C6WblKJq7rpsPsIafytEV
257,Creature,spotify:album:1MYHZ2uEYm6qGb17L7gqaq,Penny and Sparrow,spotify:artist:65o6y7GtoXzchyiJB3r9Ur,324295.0,0.0,0.0,Slaves,spotify:track:40egzQ6rELBze16SaxFEih
258,Amor Enfermo,spotify:album:0WS7m1l6aKMdpsdIWeodxo,Banda Sinaloense MS de Sergio Lizárraga,spotify:artist:2C6i0I5RiGzDKN9IAF8reh,222373.0,0.0,0.0,La Última Sombra,spotify:track:5UlcSU0MIFY2AhXpIcN9of
259,Ong Namo,spotify:album:6soNJEFfs7aucVGQM5TaB1,Bryan Kearney,spotify:artist:5fBbVsFxoa0jDCqocaEdBx,450560.0,0.0,0.0,Ong Namo - Original Mix,spotify:track:58dQBDTZXnbtaUFgInuTvO
260,Only 1,spotify:album:3n3h3VfOSbSfdBJrFZRK5l,The Aston Shuffle,spotify:artist:4Jv9I6DAbcjDa8HGFAjv94,232258.0,0.0,0.0,Only 1 feat. Nathaniel S Lewis,spotify:track:2Wl37W8UTUHU9wYfQ0HsF6
261,Where The Light Is: John Mayer Live In Los Angeles,spotify:album:4Dgxy95K9BWkDUvQPTaYBb,John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,263573.0,0.0,0.0,Free Fallin' - Live at the Nokia Theatre,spotify:track:4LloVtxNZpeh7q7xdi1DQc
262,Kaleidoscope Dream (Deluxe Version),spotify:album:4Rvzx3X6hcDb7nty1IzVP4,Miguel,spotify:artist:360IAlyVv4PCEVjgyMZrxK,193146.0,0.0,0.0,Adorn,spotify:track:5hJFhO9dvhJoDvUZZ9iWSw
263,Voices,spotify:album:4LniALl9S6YedTFdiZWOMS,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,190733.0,0.0,0.0,You Make My Dreams - Remastered,spotify:track:4o6BgsqLIBViaGVbx5rbRk
264,Here I Am,spotify:album:673D6VTmxJquUg31Wq1j0S,Kelly Rowland,spotify:artist:3AuMNF8rQAKOzjYppFNAoB,230560.0,0.0,0.0,Motivation,spotify:track:6rbhWExtuchhpLC5fHnB8n
265,Tremor (Sensation 2014 Anthem),spotify:album:31gfhtvOtXDyGBJMrWKc4X,Dimitri Vegas & Like Mike,spotify:artist:73jBynjsVtofjRpdpRAJGk,294374.0,0.0,0.0,Tremor - Sensation 2014 Anthem / Original Mix,spotify:track:0TFpP51bxLJfon3qgmzMH6
266,Fever To The Form,spotify:album:01gLYZliOEs3nFn1xQSYR5,Nick Mulvey,spotify:artist:3x8FbPjh2Qz55XMdE2Yalj,193293.0,0.0,0.0,River Lea,spotify:track:1XoEArzEXXsWs7vODfjC4C
267,because the internet,spotify:album:63McpWDS7P0dF06fqXQMCZ,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,180675.0,0.0,0.0,IV. sweatpants,spotify:track:0uMUvbkTdjBNZ5UuHZ5PIj
268,Pride and Prejudice OST,spotify:album:31qEnY1MFmGwOdgjLLClPd,Dario Marianelli,spotify:artist:0s1ec6aPpRZ4DCj15w1EFg,82773.0,0.0,0.0,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",spotify:track:6QuCKdMsTW8ppnUiFmxJLF
269,Make It Hot,spotify:album:2V21srAwsTtnrZeXv6qQPy,Nicole,spotify:artist:0aBAAnXItgKnXdccW1INw5,267093.0,0.0,0.0,Make It Hot (feat. Missy Elliott & Mocha),spotify:track:74nsOZqzZzyvFVvBy12I7Y
270,For My Broken Heart,spotify:album:2j2u43lPOti5W1btEw8NN5,Reba McEntire,spotify:artist:02rd0anEWfMtF7iMku9uor,257266.0,0.0,0.0,The Night The Lights Went Out In Georgia,spotify:track:2MiXC2LfpsoeUP5RvMGEQ3
271,Prince Royce,spotify:album:5zEFCJy9kAyD8rMbBESdYh,Prince Royce,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,245640.0,0.0,0.0,El Amor Que Perdimos,spotify:track:06EgH8BdWW9QRrlI6ZVQhW
272,This Is What You Came For,spotify:album:3pEgGUv379EDinvg1TN7Kt,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,222160.0,0.0,0.0,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y
273,Led Zeppelin,spotify:album:3ycjBixZf7S3WpC5WZhhUK,Led Zeppelin,spotify:artist:36QJpDe2go2KgaRleHCDTp,386373.0,0.0,0.0,Dazed And Confused,spotify:track:6hu1f1cXSw7OAqhpSQ2zDy
274,Losing U,spotify:album:2MPjUrXc98DsMXGGiiK9jy,Klingande,spotify:artist:1L9i6qZYIGQedgM9QLSyzb,217015.0,0.0,0.0,Losing U,spotify:track:1rsn0LRt5IpGp9a2KC5bTW
275,My Beautiful Dark Twisted Fantasy,spotify:album:20r762YmB5HeofjMCiPMLv,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,299613.0,0.0,0.0,All Of The Lights,spotify:track:22L7bfCiAkJo5xGSQgmiIO
276,"The John Denver Collection, Vol. 1: Take Me Home Country Roads",spotify:album:5erROp1lRW31aNxj9PbAUf,John Denver,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,197813.0,0.0,0.0,"Take Me Home, Country Roads",spotify:track:2xYlyywNgefLCRDG8hlxZq
277,÷,spotify:album:3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,221106.0,0.0,0.0,Supermarket Flowers,spotify:track:4VuS959DSpr82t3qBqCrWG
278,...Ready For It?,spotify:album:4r9fXZWP29khOI8WaHtsgA,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,208198.0,0.0,0.0,...Ready For It?,spotify:track:19WjVVgXjdKXfLXoaDPwTM
279,Happiest Man Alive,spotify:album:02k2QWeNbeWaHf7t7fJBYf,Machel Montano,spotify:artist:6wxP7SSzfvi21Cnl8JicdQ,239967.0,0.0,0.0,Ministry of Road (M.O.R.),spotify:track:7Chtw84YyHlnO3XUrlowBu
280,Pacific Standard Time,spotify:album:0H8umic35SHzLg26lL1ld9,Poolside,spotify:artist:5szdY7KaSi7epwyffrbV8c,262990.0,0.0,0.0,Next To You,spotify:track:2M7fA5L6zH9oxq53WsaYB4
281,23,spotify:album:7Dx0pz51iSbIcbwHqLNjG4,Mike WiLL Made-It,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,252520.0,0.0,0.0,23,spotify:track:1XHjU0TGIgl5lMFKAF25Y3
282,Reach Out I'll Be There,spotify:album:7KrwyjO26jw7TJaUcJvbz9,Four Tops,spotify:artist:7fIvjotigTGWqjIz6EP1i4,162960.0,0.0,0.0,"I Can't Help Myself (Sugar Pie, Honey Bunch) - Album Version (Stereo)",spotify:track:1I8956VUImfafRIuccR9Cq
283,This Is Not A Test!,spotify:album:4ffXByMAjLpd25ZyzEJNMK,Missy Elliott,spotify:artist:2wIVse2owClT7go1WT98tk,217200.0,0.0,0.0,Bomb Intro / Pass That Dutch,spotify:track:1MaI6NwdrqnE3mRzOYTpoo
284,"Covers, Vol. 2",spotify:album:0UIIvTTWNB3gRQWFoxoEDh,Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g,242564.0,0.0,0.0,Chasing Cars,spotify:track:2d7LPtieXdIYzf7yHPooWd
285,Diamond Eyes,spotify:album:4RQnFSkkZlA65Xxchhnaha,Deftones,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,241533.0,0.0,0.0,Sextape,spotify:track:4rEGJ9KirDlKiOHxqVwcVg
286,Have Yourself A Merry Little Christmas,spotify:album:6aT8FGBTfyAhIDQ0IDaebz,Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,170964.0,0.0,0.0,Have Yourself A Merry Little Christmas,spotify:track:7Hz6LLOVxrojLPIHJJ1S0E
287,La Llave De Mi Corazon,spotify:album:1xdl8xYY54gDXuTVhOxNSc,Juan Luis Guerra 4.40,spotify:artist:3nlpTZci9O5W8RsNoNH559,195560.0,0.0,0.0,La Llave De Mi Corazon,spotify:track:16clFA2Yv3feBd4sK8Y8sp
288,Recess,spotify:album:7rf1qZJ6hGSlPN7K9ShsVV,Skrillex,spotify:artist:5he5w2lnU9x7JFhnwcekXX,206680.0,0.0,0.0,Dirty Vibe,spotify:track:00k4IcdhoUtt3fBATrDyhh
289,Unplugged,spotify:album:5PdgIAHzwDvTZRjIGSQGtN,Alice In Chains,spotify:artist:64tNsm6TnZe2zpcMVMOoHL,432560.0,0.0,0.0,Over Now,spotify:track:7JGsjryRB00XsebAyy4Hy7
290,Pure Heroine,spotify:album:0rmhjUgoVa17LZuS8xWQ3v,Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,190185.0,0.0,0.0,Royals,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
291,Gordo Taqueria,spotify:album:4e3OFoysTjZ4XSK2aAER3c,The Cataracs,spotify:artist:7C64wNX3howEFZjAYRKsfP,214786.0,0.0,0.0,All You,spotify:track:0TDD00m2Mypa10QOBbb34h
292,Campaign,spotify:album:7bSsdgWDh5VRI3ZVOXQEj4,Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,224646.0,0.0,0.0,Zaddy,spotify:track:7n1nLaVnTdMmUY8gj7DMY7
293,Guilty Pleasure,spotify:album:4iKfmBKXuzPROAXBuZKAVM,Ashley Tisdale,spotify:artist:2ddxtfC0oS8LoktXUHE7YL,218773.0,0.0,0.0,Tell Me Lies,spotify:track:0g8dFVuLfyTra5eSMtWCnr
294,Mind Over Matter,spotify:album:3cSzKBfylctgJwqorcNEo2,Young the Giant,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,240520.0,0.0,0.0,Crystallized,spotify:track:4x5TZd8GnB3UbK80ovO4TU
295,All Day,spotify:album:7cQaVPG4SHlbs8bvcs0Bdh,Jerreau,spotify:artist:1xMXwKQhYLclPctEzpm4nr,236322.0,0.0,0.0,All Day,spotify:track:19TpbLa0gzeFlXsI39p6cS
296,Wildfire,spotify:album:0mFDIOqypzHp6Xd0el1hoT,Rachel Platten,spotify:artist:3QLIkT4rD2FMusaqmkepbq,204013.0,0.0,0.0,Fight Song,spotify:track:37f4ITSlgPX81ad2EvmVQr
297,Sobre Los Rieles,spotify:album:2oMobAHjCHpW7yu5UuPsRS,Los Rieleros Del Norte,spotify:artist:59xlizZFIFUvLC0I8iV2Jv,175093.0,0.0,0.0,Tu Nuevo Cariñito,spotify:track:5UCPSGLNI76qSbzPyMMyo2
298,Pharmacy,spotify:album:4QcXq4vTVN7dFb7bZa9jG2,Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu,227073.0,0.0,0.0,Runaway (U & I),spotify:track:46lFttIf5hnUZMGvjK0Wxo
299,17,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,XXXTENTACION,spotify:artist:15UsOTVnJzReFVN1VCnxy4,146520.0,0.0,0.0,Fuck Love (feat. Trippie Redd),spotify:track:7AQim7LbvFVZJE3O8TYgf2
300,Cold Heart Killer,spotify:album:5jklzf0gB5fhxKQEfybk2x,Lia Marie Johnson,spotify:artist:4GaA53bqvMoSs2WzEFGiLe,212071.0,0.0,0.0,Cold Heart Killer,spotify:track:1IPfImi6ZtZlZo90xPigfM
301,And Then I Wrote,spotify:album:2Bsr45EWfyrQEUDfGhJwyu,Willie Nelson,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3,185409.0,0.0,0.0,Funny How Time Slips Away,spotify:track:0hXHpNiW5dHv21aUhYDEnA
302,All Eyez On Me,spotify:album:4CzT5ueFBRpbILw34HQYxi,2Pac,spotify:artist:1ZwdS5xdxEREPySFridCfh,330760.0,0.0,0.0,Can't C Me,spotify:track:09EwNbGvUyu7BDEYG0cJro
303,Project Baby 2,spotify:album:51wp3EOOp2mBIjhZjR7W0i,Kodak Black,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,196672.0,0.0,0.0,Don't Wanna Breathe,spotify:track:567CrVjCl2p3qmZqMKfOD9
304,More Life,spotify:album:1lXY618HWkwYKJWBRYR4MK,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,210937.0,0.0,0.0,Fake Love,spotify:track:343YBumqHu19cGoGARUTsd
305,Looking Glass,spotify:album:5ThwnbpYrk9R1xXkAGCLIs,Looking Glass,spotify:artist:5jJN1nmKXzRjodMl1THQeI,186946.0,0.0,0.0,Brandy (You're A Fine Girl),spotify:track:2BY7ALEWdloFHgQZG6VMLA
306,The Life Of Pablo,spotify:album:7gsWAHLeT0w7es6FofOXk1,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,135920.0,0.0,0.0,Father Stretch My Hands Pt. 1,spotify:track:4KW1lqgSr8TKrvBII0Brf8
307,Inside In / Inside Out,spotify:album:03JPFQvZRnHHysSZrSFmKY,The Kooks,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,169306.0,0.0,0.0,She Moves In Her Own Way,spotify:track:5xoUgPXbMNUmoHU0Enwtwq
308,Up For Days,spotify:album:7MH5ah4TuR5b7ENaloxEtr,Belly,spotify:artist:0FOWNUFHPnMy0vOw1siGqi,224213.0,0.0,0.0,Might Not,spotify:track:5e9aFSdnkQUrm5y8Dhw0qN
309,Urban Flora,spotify:album:6wrRDsZBnjuOjxEGg4oOGn,Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,276436.0,0.0,0.0,Pretty Thoughts - FKJ Remix,spotify:track:3WrIsXM196pQz95nZyxSDD
310,Point Pleasant,spotify:album:7ay2aqnSvEMIB3b2gzmXBk,Brock Berrigan,spotify:artist:39sPWwRyNp4NNMyWzN7I0o,121379.0,0.0,0.0,So in Love,spotify:track:1GsHogBHa0mZwMKJldDlBT
311,Live Alive-Oh,spotify:album:39HXsizPPyMlP4eUUD2ZQb,The Wolfe Tones,spotify:artist:1IxQVSOg5GFGdGfL7zjpau,147373.0,0.0,0.0,God Save Ireland,spotify:track:68evMLo1fcPAFN5AHfGsel
312,Keep It 100,spotify:album:70KMAuOp2QgMO5eGlF602w,Keys N Krates,spotify:artist:6c1pBXHYjFcGQQNO5MMsdd,214137.0,0.0,0.0,Keep It 100,spotify:track:28r8mD037GEBPG5a65YdDQ
313,More And More Live,spotify:album:4VCgOhAXfwyB9uspDMmryL,BJ Putnam,spotify:artist:60aBgW2uAx0DWjANS99500,393760.0,0.0,0.0,Ask (Live),spotify:track:3V0eBYz4ehsS9plMySQRj2
314,Appetite For Destruction,spotify:album:3I9Z1nDCL4E0cP62flcbI5,Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,356080.0,0.0,0.0,Sweet Child O' Mine,spotify:track:7o2CTH4ctstm8TNelqjb51
315,Trent Harmon,spotify:album:49yGJcukFJpH2PexP1yTe8,Trent Harmon,spotify:artist:1YSoHvvSAY0oOJW7VxJx3M,215013.0,0.0,0.0,There’s A Girl,spotify:track:6VzugG03A5OieXT0BZmZxe
316,LONG.LIVE.A$AP (Deluxe Version),spotify:album:6rzMufuu8sLkIizM4q9c7J,A$AP Rocky,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,289586.0,0.0,0.0,Long Live A$AP,spotify:track:60Mq4EumvcSXznNugo9Op3
317,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",spotify:album:40LbnfieVTWtHrK24WQeEB,Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,236001.0,0.0,0.0,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",spotify:track:6JV2JOEocMgcZxYSZelKcc
318,Diles,spotify:album:5wtK6rD6OVbGxxiQ7gzgfD,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,279276.0,0.0,0.0,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",spotify:track:2FrnTVSHjgnEylKGdHRUK1
319,Boys Like Girls,spotify:album:4WqgusSAgXkrjbXzqdBY68,Boys Like Girls,spotify:artist:0vWCyXMrrvMlCcepuOJaGI,206520.0,0.0,0.0,The Great Escape,spotify:track:6GIrIt2M39wEGwjCQjGChX
320,DAMN.,spotify:album:4eLPsYPBmXABThSJ821sqY,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,177000.0,0.0,0.0,HUMBLE.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
321,DARKNESS AND LIGHT,spotify:album:7xMjYDrgPLp1ReFGAOyS1O,John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,210293.0,0.0,0.0,Love Me Now,spotify:track:6nxQdXa1uAL0rY72wPZu89
322,How To Save A Life,spotify:album:1IM3GwptCGYjRkzCBolyFK,The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,262533.0,0.0,0.0,How to Save a Life,spotify:track:5fVZC9GiM4e8vu99W0Xf6J
323,Big Thang 4 Big Girls (Bt4bg),spotify:album:6cDwx4W9Zd47ML6IZ9sjhu,Kounty Line,spotify:artist:1jAXHNTMbwbEKm0syRH6Ih,224240.0,0.0,0.0,Big Thang 4 Big Girls,spotify:track:2yxRnVN0KnIHJDuMF9dary
324,Ring Of Fire: The Best Of Johnny Cash,spotify:album:0ucV57dbnqmrGv9d60r6X2,Johnny Cash,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,158426.0,0.0,0.0,Ring of Fire - Mono Version,spotify:track:6YffUZJ2R06kyxyK6onezL
325,The Human Condition,spotify:album:2jJReDZqTuAxr4R0ItimZc,Jon Bellion,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,208124.0,0.0,0.0,Guillotine,spotify:track:2FK1qmw8XNBqUe5CcgTVnE
326,Greatest Songs for Guilty Pleasures,spotify:album:2xGKD62RsoswS8wMExPfYt,Michael Sembello,spotify:artist:771qBvjnXOH9Azr6lKy6FB,259134.0,0.0,0.0,Maniac (Flashdance Version) [Re-Recorded] [Remastered],spotify:track:1TmBPaYeD1W3eHf02JItnl
327,Ivywild,spotify:album:1FThnyKukJqL7BSJITIQKr,Night Beds,spotify:artist:533wKOfkJylNSi6ntO1wXd,220746.0,0.0,0.0,[9-6] slack-jaw,spotify:track:6op0grYKnwDz1m8EbuWPiU
328,A Good Night in the Ghetto,spotify:album:1jKclz9xknsgxOK9XGAXRi,Kamaiyah,spotify:artist:3XVpDdKav6C6zwlDXPhMEO,141844.0,0.0,0.0,Fuck It up (feat. Yg),spotify:track:4rr19p6NPfg8oUazZQnkS8
329,Beauty Behind The Madness,spotify:album:28ZKQMoNBB0etKXZ97G2SN,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,213520.0,0.0,0.0,Can't Feel My Face,spotify:track:6RsWqX8zABZLhZydXxEFOm
330,Dark Before Dawn,spotify:album:09asAAZJ7rXedp9J8wqvBR,Breaking Benjamin,spotify:artist:5BtHciL0e0zOP7prIHn3pP,214853.0,0.0,0.0,Failure,spotify:track:4wh0E9OwMCxcaIKTg0Mts9
331,Faith,spotify:album:1IZUFYTXNbjkzgawT7cFpM,Blasterjaxx,spotify:artist:37awA8DFCAnCCL7aqYbDnD,183066.0,0.0,0.0,Faith - Radio Edit,spotify:track:0363w3IUcO4cJMsAFLpfLY
332,Current Mood,spotify:album:23cuZhPWDfX1uKD4qwuv7t,Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,194893.0,0.0,0.0,Seein' Red,spotify:track:7pxhKtuTwofDIdgHx2DcVK
333,Panorama,spotify:album:0HLgfzY2myeWL0PexR0s38,Møme,spotify:artist:4lDXfIznmGueBgTjI3qGUX,218480.0,0.0,0.0,Aloha,spotify:track:6HViP4DVYa8gQtxLndmhwu
334,Booty Me Down,spotify:album:1NxzYCWWmlbipSTQa7hTRj,Kstylis,spotify:artist:5o2jetVpyIsXvWDT27bN4k,212920.0,0.0,0.0,Booty Me Down,spotify:track:0aWia6YqI2s9r41bXwnqhX
335,Let It Be,spotify:album:2pCqZLeavM2BMovJXsJEIV,The Beatles,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,243026.0,0.0,0.0,Let It Be - Remastered,spotify:track:5V1AHQugSTASVez5ffJtFo
336,iSpy (feat. Lil Yachty),spotify:album:15qLmAABocTCRBSbWWqL7K,KYLE,spotify:artist:4qBgvVog0wzW75IQ48mU7v,253106.0,0.0,0.0,iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL
337,Alle 40 Goed,spotify:album:6T31ynBNvwXQ5q6JrMQg2r,UB40,spotify:artist:69MEO1AADKg1IZrq2XLzo5,183853.0,0.0,0.0,Red Red Wine - Edit,spotify:track:1vYew137WJ69SFp9oez3xm
338,Vampire Weekend,spotify:album:5oXBmKbyJeQftWMo87cQ9F,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,221600.0,0.0,0.0,Walcott,spotify:track:66lvmGhRtKwmXTARMqNRl7
339,Highspeeds,spotify:album:07IPiYxhMIO6R5fe8gcPbt,Elliot Moss,spotify:artist:2xGCGoulmU85qYdpb2Z4xx,202332.0,0.0,0.0,Highspeeds,spotify:track:3xfaOUIzXe6hpl0NCoQtNw
340,Luv Is Rage 2,spotify:album:733e1ZfktLSwj96X5rsMeE,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,221746.0,0.0,0.0,The Way Life Goes (feat. Oh Wonder),spotify:track:2eAZfqOm4EnOF9VvN50Tyc
341,Pirate Radio,spotify:album:7GFn8ze0gydX3f0WNMCxaG,Duffy,spotify:artist:37NqXwtb6nIEqRt4EJSoIO,232866.0,0.0,0.0,Stay With Me Baby,spotify:track:1thaCyZLiApChTJ2waMcIv
342,The People Vs.,spotify:album:13RUm3RYScfRsbd1CptkHt,Trick Trick,spotify:artist:7tT5h21rKj9yFfQuqBYLqT,285453.0,0.0,0.0,Welcome 2 Detroit,spotify:track:5jRxuM1iVYrKmIWPh5R2uv
343,When The World Comes Down,spotify:album:3BCMpDOcQlbCZpf5vnTadZ,The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,213106.0,0.0,0.0,Gives You Hell,spotify:track:6ihL9TjfRjadfEePzXXyVF
344,In Between Dreams,spotify:album:2B9q4KPjOEYu885Keo9dfX,Jack Johnson,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,191906.0,0.0,0.0,Banana Pancakes,spotify:track:0BgbobvykXxEvxo2HhCuvM
345,Grateful,spotify:album:4JBZ0QHveEpESepanNBG8A,DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,288600.0,0.0,0.0,I'm the One,spotify:track:3DXncPQOG4VBw3QHh3S817
346,Low,spotify:album:2Fs5beqHCsq6eCrtMiBOWu,TRACE,spotify:artist:5k7Y2t4cB5dG219QgFCvXW,206928.0,0.0,0.0,Low,spotify:track:4mxNpTSvmKCaQKdWhWnkCz
347,Me And My Gang,spotify:album:0SAwvmZ1uhBrC6sOZxp6jW,Rascal Flatts,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,276320.0,0.0,0.0,Life Is A Highway,spotify:track:1SLikaDhWhhhnLJC58bkFI
348,Wish You Were Here,spotify:album:11ZBiH2EMr4WtTZLYpf1qJ,Pink Floyd For Piano,spotify:artist:7utxo8SBPN7uGwcJmb0Cxy,202000.0,0.0,0.0,Wish You Were Here (Piano Version),spotify:track:4co9GjUW9P4cek6jJp2Y0m
349,Monstercat 012 - Aftermath,spotify:album:6BVBm72Q7gLZUEm1fyoBB7,Tristam,spotify:artist:28Ky95tmlHktB96DBUoB0g,219428.0,0.0,0.0,Flight,spotify:track:66WcaWVGRFmpx0euxmw9yM
350,Revenge,spotify:album:6S0OKl6hp4sLUCneAZ1RVe,XXXTENTACION,spotify:artist:15UsOTVnJzReFVN1VCnxy4,101851.0,0.0,0.0,YuNg BrAtZ,spotify:track:3WUa9TpHDoRGeChKDRRUqv
351,BADLANDS,spotify:album:5OZJflQcQCdZLQjtUudCin,Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,277623.0,0.0,0.0,Castle,spotify:track:16w8ZGVSjI4TlTLV8VimBY
352,The Return of East Atlanta Santa,spotify:album:4MoVPs5mVFmZ4N6RmNTFWB,Gucci Mane,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,145146.0,0.0,0.0,St. Brick Intro,spotify:track:4U7ARsdGktEi8SmITVPXtC
353,Gracias America Sin Fronteras,spotify:album:5XPIFKOF3vgi37hTKarB70,Los Tigres Del Norte,spotify:artist:3hYtANQYrE6pd2PbtEyTIy,203586.0,0.0,0.0,La Puerta Negra,spotify:track:19Tx1GJy2JGJP43yjZUK6u
354,"Songs for Gamers, Vol. 2",spotify:album:63oEo9QHuUPhdPOyL14XC6,MandoPony,spotify:artist:2RgldIVB6hgTzEjSXWNFE2,273380.0,0.0,0.0,Fade Away,spotify:track:7ISDRLOEV3oGMH8RZHcvUa
355,Turning Point,spotify:album:332c3yPZilz3OnqZKpRxl7,Mario,spotify:artist:20s0P9QLxGqKuCsGwFsp7w,248825.0,0.0,0.0,Let Me Love You,spotify:track:5xV0Czdqefft6sPDqjmFBu
356,Black Sands,spotify:album:1VlLLqC0tugMgQEUU4K6mq,Bonobo,spotify:artist:0cmWgDlu9CwTgxPhf403hb,78266.0,0.0,0.0,Prelude,spotify:track:5YoWRxIPIo8KoharI57imn
357,Valio La Pena,spotify:album:5m3llspVgUDX8etnT3KxAg,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,309586.0,0.0,0.0,Ahora Quien - Salsa Version,spotify:track:1riK0w5nJ6r2qsdzNsMQJK
